asv	AK_0_G1_RepA	AK_0_G1_RepB	AK_0_G1_RepC	AK_0_G2_RepA	AK_0_G2_RepB	AK_0_G2_RepC	AK_1530_G1_RepA	AK_1530_G1_RepB	AK_1530_G1_RepC	AK_1530_G2_RepA	AK_1530_G2_RepB	AK_1530_G2_RepC	AK_630_G1_RepA	AK_630_G1_RepB	AK_630_G1_RepC	AK_630_G2_RepA	AK_630_G2_RepB	AK_630_G2_RepC	BJ_0_G1_RepA	BJ_0_G1_RepB	BJ_0_G1_RepC	BJ_0_G2_RepA	BJ_0_G2_RepB	BJ_0_G2_RepC	BJ_100_G1_RepA	BJ_100_G1_RepB	BJ_100_G1_RepC	BJ_100_G2_RepA	BJ_100_G2_RepB	BJ_100_G2_RepC	BJ_280_G1_RepA	BJ_280_G1_RepB	BJ_280_G1_RepC	BJ_280_G2_RepA	BJ_280_G2_RepB	BJ_280_G2_RepC	BJ_38_G1_RepA	BJ_38_G1_RepB	BJ_38_G2_RepA	BJ_38_G2_RepB	BJ_38_G2_RepC	BV_0_G1_RepA	BV_0_G1_RepB	BV_0_G1_RepC	BV_0_G2_RepA	BV_0_G2_RepB	BV_0_G2_RepC	BV_1110_G1_RepA	BV_1110_G1_RepB	BV_1110_G1_RepC	BV_1110_G2_RepA	BV_1110_G2_RepB	BV_1110_G2_RepC	BV_150_G1_RepA	BV_150_G1_RepB	BV_150_G1_RepC	BV_150_G2_RepA	BV_150_G2_RepB	BV_150_G2_RepC	BV_430_G1_RepA	BV_430_G1_RepB	BV_430_G1_RepC	BV_430_G2_RepA	BV_430_G2_RepB	BV_430_G2_RepC	BV_75_G1_RepA	BV_75_G1_RepB	BV_75_G1_RepC	BV_75_G2_RepA	BV_75_G2_RepB	BV_75_G2_RepC	NK_0_G1_RepA	NK_0_G1_RepB	NK_0_G1_RepC	NK_0_G2_RepA	NK_0_G2_RepB	NK_1330_G1_RepA	NK_1330_G1_RepB	NK_1330_G1_RepC	NK_1330_G2_RepA	NK_1330_G2_RepB	NK_1330_G2_RepC	NK_140_G1_RepA	NK_140_G1_RepB	NK_140_G1_RepC	NK_140_G2_RepA	NK_140_G2_RepB	NK_140_G2_RepC	NK_34_G1_RepA	NK_34_G1_RepB	NK_34_G1_RepC	NK_34_G2_RepA	NK_34_G2_RepB	NK_34_G2_RepC	NK_640_G1_RepA	NK_640_G1_RepB	NK_640_G1_RepC	NK_640_G2_RepA	NK_640_G2_RepB	NK_640_G2_RepC	ST_0_G1_RepA	ST_0_G1_RepB	ST_0_G1_RepC	ST_0_G2_RepA	ST_0_G2_RepB	ST_0_G2_RepC	ST_300_G1_RepA	ST_300_G1_RepB	ST_300_G1_RepC	ST_300_G2_RepA	ST_300_G2_RepB	ST_300_G2_RepC	ST_610_G1_RepA	ST_610_G1_RepB	ST_610_G1_RepC	ST_610_G2_RepA	ST_610_G2_RepB	ST_610_G2_RepC	ST_68_G1_RepA	ST_68_G1_RepB	ST_68_G1_RepC	ST_68_G2_RepA	ST_68_G2_RepB	ST_68_G2_RepC	ST_900_G1_RepA	ST_900_G1_RepB	ST_900_G1_RepC	ST_900_G2_RepA	ST_900_G2_RepB	ST_900_G2_RepC	Hj_0_RepA	Hj_0_RepB	Hj_243_RepA	Hj_243_RepB	Hj_304_RepA	Hj_304_RepB	Hj_488_RepA	Hj_488_RepB	Hj_50_RepA	Hj_50_RepB	Hj_588_RepA	Hj_588_RepB	Ka_0_RepA	Ka_0_RepB	Ka_179_RepA	Ka_179_RepB	Ka_290_RepA	Ka_290_RepB	Ka_428_RepA	Ka_428_RepB	Ka_504_RepA	Ka_504_RepB	total	blast.hit	blast.id	taxonomy	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
ASV_012556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	147	217	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	94.615	FJ875141	Frontonia mengi	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Frontoniidae	Frontonia		
ASV_012559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	199	0	0	0	0	105	0	63	0	0	0	154	109	0	677	96.923	JX000469	Helicostomella subulata	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Tintinnida	Metacylididae	Helicostomella	
ASV_012570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	21	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	181	37	37	70	77	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	20	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	89.781	KC771342	Plagiopogon loricatus	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Prostomatea	Prorodontida	Colepidae	Plagiopogon		
ASV_012573	33	0	38	167	72	48	0	0	0	0	0	0	0	0	0	0	0	0	16	0	13	20	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	85	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	20	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	98.462	KT346319	uncultured ciliate	 Eukaryota	Alveolata	Ciliophora	environmental samples						
ASV_012595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0	38	24	28	25	20	0	0	0	0	0	0	0	0	13	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	43	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	97.692	KY675184	Pseudovorticella sp. 2 LZ53	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peritrichia	Sessilida	Vorticellidae	Pseudovorticella	
ASV_012650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	19	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	22	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	35	0	80	73	49	58	0	0	0	0	0	0	0	0	552	96.154	KY852451	Hemiurosomoida longa	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Stichotrichia	Sporadotrichida	Oxytrichidae	Hemiurosomoida	
ASV_012656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0	72	59	457	13	0	9	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	671	97.222	AF255359	Frontonia sp.	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Frontoniidae	Frontonia		
ASV_012739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	95.385	LN869961	Paramecium sp. 1 aPFEU3	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Parameciidae	Paramecium		
ASV_012829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	99.231	KY852452	Paramecium tetraurelia	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Parameciidae	Paramecium		
ASV_012838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	96.154	KY594767	Vorticella sp. ZL-2018b	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peritrichia	Sessilida	Vorticellidae	Vorticella	
ASV_012864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	24	54	98.462	DQ190467	Protocruzia contrax	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Protocruziidia	Protocruzia			
ASV_012874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	92.500	AF370028	Oxytricha saltans	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Stichotrichia	Sporadotrichida	Oxytrichidae	Oxytrichinae	Oxytricha
ASV_012875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	104	131	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	96.923	AY004772	Euplotes vannus	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Hypotrichia	Euplotida	Euplotidae	Euplotes	
ASV_012922	0	0	0	0	0	0	0	39	0	0	22	39	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	46	0	0	0	0	0	0	22	0	44	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	97.692	JF263443	Arcuospathidium sp. VBOEF-2011	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Haptorida	Spathidiidae	Arcuospathidium	
ASV_012982	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	25	0	56	56	0	0	0	26	0	0	0	0	0	0	0	0	0	18	24	11	0	10	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	19	21	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	25	0	0	0	0	0	0	0	0	0	0	497	90.840	EF158848	Homalogastra setosa	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Scuticociliatia	Philasterida	Uronematidae	Homalogastra	
ASV_012990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	31	106	0	204	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	24	0	0	0	0	0	0	0	0	46	0	27	0	0	0	0	0	0	648	100.000	AY180039	uncultured ciliate	 Eukaryota	Alveolata	Ciliophora	environmental samples						
ASV_013039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	17	527	35	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	97.183	FJ998023	Euplotes cf. antarcticus	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Hypotrichia	Euplotida	Euplotidae	Euplotes	
ASV_013063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	23	25	73	0	0	0	0	0	0	0	0	309	63	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	96.183	HQ699895	Bistichella variabilis	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Stichotrichia	unclassified Stichotrichia	Bistichella		
ASV_013079	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	19	59	0	0	0	0	0	0	0	56	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	95.385	KY922825	Spathidium stammeri	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Haptorida	Spathidiidae	Spathidium	
ASV_013197	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	94.615	KY922825	Spathidium stammeri	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Haptorida	Spathidiidae	Spathidium	
ASV_013253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	294	0	0	0	0	0	0	0	0	24	20	0	0	44	40	0	0	0	0	0	0	0	27	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	93.846	KY922825	Spathidium stammeri	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Haptorida	Spathidiidae	Spathidium	
ASV_013280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	90.076	KY652917	Arcanisutura chongmingensis	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Nassophorea	Synhymeniida	Nassulopsidae	Arcanisutura		
ASV_013302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	24	56	27	42	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	58	136	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	625	89.313	FJ870069	Microxysma acutum	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Phyllopharyngea	Cyrtophoria	Dysteriida	Hartmannulidae	Microxysma	
ASV_013332	0	30	0	40	43	56	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	48	61	20	0	32	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	100.000	FJ875141	Frontonia mengi	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculida	Frontoniidae	Frontonia		
ASV_013396	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	67	60	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	97.692	FJ775717	Holosticha cf. heterofoissneri	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Stichotrichia	Urostylida	Holostichidae	Holosticha	
ASV_013441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	191	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	93.846	KJ509196	Bistichella cystiformans	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Stichotrichia	unclassified Stichotrichia	Bistichella		
ASV_013482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	93.846	EU880598	Aspidisca magna	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Hypotrichia	Euplotida	Aspidiscidae	Aspidisca	
ASV_013548	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	28	12	0	0	0	0	0	0	0	32	0	26	0	0	0	16	0	0	0	0	51	0	0	0	0	0	0	0	23	0	0	35	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	28	0	0	0	0	33	0	27	20	0	70	0	0	0	0	24	0	0	33	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	96.154	AM412524	Strombidinopsis sp. NSMS0601	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Choreotrichida	Strombidinopsidae	Strombidinopsis	
ASV_013560	8	8	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	36	15	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	26	94	32	141	104	0	0	0	0	0	0	0	0	0	0	605	95.385	FJ875140	Paraspathidium apofuscum	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Haptorida	Paraspathidiidae		
ASV_013624	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	92.308	AF164126	Oxytricha sp. Aspen	 Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Stichotrichia	Sporadotrichida	Oxytrichidae	Oxytrichinae	Oxytricha
